outcome,body_part,technique,play_type,shot_location_start,player,statsbomb_xg,team
Goal,Right Foot,Normal,Penalty,"[108.0, 40.0]",Simon Thorup Kjær,0.76,Denmark
Goal,Right Foot,Normal,Penalty,"[108.0, 40.0]",Andrej Kramarić,0.76,Croatia
Goal,Right Foot,Normal,Penalty,"[108.0, 40.0]",Michael Krohn-Dehli,0.76,Denmark
Goal,Right Foot,Normal,Penalty,"[108.0, 40.0]",Luka Modrić,0.76,Croatia
Saved,Right Foot,Normal,Penalty,"[108.0, 40.0]",Lasse Schöne,0.76,Denmark
Saved,Left Foot,Normal,Penalty,"[108.0, 40.0]",Josip Pivarić,0.76,Croatia
Saved,Right Foot,Normal,Penalty,"[108.0, 40.0]",Nicolai Jørgensen,0.76,Denmark
Goal,Right Foot,Normal,Penalty,"[108.0, 40.0]",Ivan Rakitić,0.76,Croatia
Blocked,Left Foot,Normal,Open Play,"[91.0, 21.0]",Yuri Zhirkov,0.00869444,Russia
Off T,Right Foot,Normal,Open Play,"[96.0, 52.0]",Roman Zobnin,0.0252586,Russia
Off T,Right Foot,Normal,Open Play,"[104.0, 31.0]",Aleksandr Golovin,0.0981884,Russia
Blocked,Head,Normal,Open Play,"[110.0, 33.0]",Artem Dzyuba,0.0282721,Russia
Goal,Right Foot,Normal,Penalty,"[108.0, 40.0]",Artem Dzyuba,0.76,Russia
Blocked,Right Foot,Normal,Open Play,"[100.0, 27.0]",Francisco Román Alarcón Suárez,0.0261726,Spain
Saved,Right Foot,Normal,Open Play,"[117.0, 51.0]",Diego da Silva Costa,0.139568,Spain
Saved,Head,Normal,Open Play,"[113.0, 47.0]",Diego da Silva Costa,0.05187,Spain
Wayward,Right Foot,Normal,Open Play,"[111.0, 47.0]",Marco Asensio Willemsen,0.109903,Spain
Saved,Other,Normal,Open Play,"[110.0, 34.0]",Jordi Alba Ramos,0.144784,Spain
Off T,Head,Normal,Open Play,"[109.0, 34.0]",Diego da Silva Costa,0.0343256,Spain
Wayward,Left Foot,Volley,Open Play,"[97.0, 33.0]",Sergio Busquets i Burgos,0.0431476,Spain
Off T,Head,Normal,Open Play,"[111.0, 46.0]",David Josué Jiménez Silva,0.0844894,Spain
Blocked,Right Foot,Volley,Open Play,"[109.0, 41.0]",Sergio Busquets i Burgos,0.0584017,Spain
Saved,Right Foot,Volley,Open Play,"[99.0, 34.0]",Andrés Iniesta Luján,0.0356278,Spain
Saved,Left Foot,Normal,Open Play,"[115.0, 26.0]",Iago Aspas Juncal,0.036409,Spain
Off T,Head,Normal,Open Play,"[112.0, 35.0]",Gerard Piqué Bernabéu,0.0481523,Spain
Off T,Head,Normal,Open Play,"[112.0, 42.0]",Sergio Ramos García,0.0501578,Spain
Blocked,Right Foot,Normal,Open Play,"[104.0, 24.0]",Fyodor Smolov,0.0292541,Russia
Off T,Head,Normal,Open Play,"[112.0, 39.0]",Denis Cheryshev,0.166701,Russia
Blocked,Left Foot,Normal,Open Play,"[95.0, 26.0]",Jordi Alba Ramos,0.0207839,Spain
Off T,Right Foot,Normal,Open Play,"[84.0, 40.0]",Jorge Resurrección Merodio,0.00703373,Spain
Saved,Left Foot,Normal,Open Play,"[97.0, 32.0]",Marco Asensio Willemsen,0.0375495,Spain
Blocked,Left Foot,Normal,Open Play,"[106.0, 27.0]",Iago Aspas Juncal,0.039623,Spain
Saved,Head,Normal,Open Play,"[108.0, 40.0]",Gerard Piqué Bernabéu,0.0452417,Spain
Blocked,Left Foot,Normal,Open Play,"[99.0, 33.0]",Andrés Iniesta Luján,0.0833369,Spain
Saved,Right Foot,Normal,Open Play,"[114.0, 54.0]",Rodrigo Moreno Machado,0.0682206,Spain
Blocked,Left Foot,Volley,Open Play,"[108.0, 42.0]",Daniel Carvajal Ramos,0.14738,Spain
Off T,Left Foot,Volley,Open Play,"[101.0, 44.0]",Rodrigo Moreno Machado,0.109635,Spain
Blocked,Left Foot,Normal,Open Play,"[108.0, 59.0]",Gerard Piqué Bernabéu,0.0212661,Spain
Blocked,Head,Normal,Open Play,"[113.0, 45.0]",Aleksandr Erokhin,0.0592307,Russia
Saved,Left Foot,Normal,Open Play,"[99.0, 35.0]",Rodrigo Moreno Machado,0.0781543,Spain
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Andrés Iniesta Luján,0.76,Spain
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Fyodor Smolov,0.76,Russia
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Gerard Piqué Bernabéu,0.76,Spain
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Sergei Ignashevich,0.76,Russia
Saved,Right Foot,Normal,Penalty,"[109.0, 41.0]",Jorge Resurrección Merodio,0.76,Spain
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Aleksandr Golovin,0.76,Russia
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Sergio Ramos García,0.76,Spain
Goal,Left Foot,Normal,Penalty,"[109.0, 41.0]",Denis Cheryshev,0.76,Russia
Saved,Left Foot,Normal,Penalty,"[109.0, 41.0]",Iago Aspas Juncal,0.76,Spain
Blocked,Right Foot,Normal,Open Play,"[111.0, 52.0]",Hirving Rodrigo Lozano Bahena,0.059509,Mexico
Saved,Right Foot,Normal,Open Play,"[96.0, 43.0]",Neymar da Silva Santos Junior,0.0839427,Brazil
Wayward,Head,Normal,Open Play,"[107.0, 43.0]",Carlos Joel Salcedo Hernández,0.0322036,Mexico
Blocked,Left Foot,Normal,Open Play,"[111.0, 58.0]",Hirving Rodrigo Lozano Bahena,0.0167891,Mexico
Blocked,Left Foot,Normal,Open Play,"[105.0, 41.0]",Héctor Miguel Herrera López,0.0510357,Mexico
Saved,Right Foot,Normal,Open Play,"[116.0, 30.0]",Neymar da Silva Santos Junior,0.0991978,Brazil
Blocked,Left Foot,Volley,Open Play,"[112.0, 48.0]",Gabriel Fernando de Jesus,0.122812,Brazil
Off T,Right Foot,Normal,Open Play,"[102.0, 30.0]",Philippe Coutinho Correia,0.0340435,Brazil
Off T,Left Foot,Normal,Open Play,"[101.0, 26.0]",Carlos Alberto Vela Garrido,0.02915,Mexico
Saved,Left Foot,Normal,Open Play,"[111.0, 30.0]",Gabriel Fernando de Jesus,0.0877,Brazil
Wayward,Left Foot,Half Volley,Open Play,"[115.0, 32.0]",Philippe Coutinho Correia,0.195837,Brazil
Blocked,Left Foot,Normal,Open Play,"[100.0, 31.0]",Philippe Coutinho Correia,0.0491405,Brazil
Blocked,Right Foot,Normal,Open Play,"[93.0, 31.0]",Philippe Coutinho Correia,0.0233926,Brazil
Off T,Right Foot,Normal,Free Kick,"[90.0, 27.0]",Neymar da Silva Santos Junior,0.0199114,Brazil
Blocked,Right Foot,Normal,Open Play,"[102.0, 48.0]",Gabriel Fernando de Jesus,0.038412,Brazil
Saved,Right Foot,Normal,Open Play,"[107.0, 31.0]",Philippe Coutinho Correia,0.101478,Brazil
Off T,Left Foot,Normal,Open Play,"[95.0, 33.0]",Jesús Daniel Gallardo Vasconcelos,0.0408927,Mexico
Goal,Right Foot,Normal,Open Play,"[119.0, 43.0]",Neymar da Silva Santos Junior,0.815816,Brazil
Blocked,Left Foot,Normal,Open Play,"[92.0, 33.0]",José Andrés Guardado Hernández,0.0368459,Mexico
Blocked,Right Foot,Normal,Open Play,"[97.0, 54.0]",Miguel Arturo Layún Prado,0.0222756,Mexico
Off T,Right Foot,Normal,Open Play,"[99.0, 54.0]",Neymar da Silva Santos Junior,0.0285419,Brazil
Saved,Right Foot,Normal,Open Play,"[107.0, 43.0]",José Paulo Bezzera Maciel Júnior,0.205502,Brazil
Blocked,Right Foot,Normal,Open Play,"[91.0, 41.0]",Hirving Rodrigo Lozano Bahena,0.0320879,Mexico
Saved,Left Foot,Normal,Open Play,"[100.0, 56.0]",Carlos Alberto Vela Garrido,0.033645,Mexico
Saved,Right Foot,Normal,Open Play,"[106.0, 54.0]",Willian Borges da Silva,0.0505282,Brazil
Off T,Left Foot,Normal,Open Play,"[104.0, 40.0]",Neymar da Silva Santos Junior,0.106724,Brazil
Blocked,Left Foot,Normal,Open Play,"[93.0, 41.0]",José Andrés Guardado Hernández,0.0232948,Mexico
Saved,Left Foot,Normal,Open Play,"[97.0, 55.0]",Willian Borges da Silva,0.0281962,Brazil
Wayward,Right Foot,Overhead Kick,Open Play,"[109.0, 29.0]",Hugo Ayala Castro,0.0410162,Mexico
Saved,Right Foot,Normal,Open Play,"[112.0, 33.0]",Neymar da Silva Santos Junior,0.427138,Brazil
Goal,Right Foot,Normal,Open Play,"[119.0, 43.0]",Roberto Firmino Barbosa de Oliveira,0.831247,Brazil
Off T,Right Foot,Normal,Open Play,"[111.0, 59.0]",Hirving Rodrigo Lozano Bahena,0.0238682,Mexico
Blocked,Right Foot,Normal,Open Play,"[105.0, 52.0]",Raúl Alonso Jiménez Rodríguez,0.0724391,Mexico
Off T,Left Foot,Normal,Open Play,"[98.0, 47.0]",Shinji Kagawa,0.0299282,Japan
Off T,Right Foot,Normal,Open Play,"[74.0, 41.0]",Gen Shōji,0.0110737,Japan
Blocked,Left Foot,Normal,Open Play,"[95.0, 33.0]",Axel Witsel,0.0464344,Belgium
Wayward,Head,Normal,Open Play,"[111.0, 51.0]",Vincent Kompany,0.0152279,Belgium
Blocked,Left Foot,Normal,Open Play,"[105.0, 40.0]",Romelu Lukaku Menama,0.0305226,Belgium
Wayward,Other,Normal,Open Play,"[111.0, 48.0]",Vincent Kompany,0.0357624,Belgium
Off T,Right Foot,Half Volley,Open Play,"[112.0, 50.0]",Vincent Kompany,0.0554899,Belgium
Blocked,Right Foot,Normal,Open Play,"[101.0, 50.0]",Romelu Lukaku Menama,0.0594062,Belgium
Wayward,Right Foot,Normal,Open Play,"[114.0, 41.0]",Romelu Lukaku Menama,0.321827,Belgium
Blocked,Right Foot,Normal,Open Play,"[102.0, 46.0]",Kevin De Bruyne,0.0919681,Belgium
Saved,Left Foot,Normal,Open Play,"[102.0, 26.0]",Eden Hazard,0.0323651,Belgium
Wayward,Right Foot,Volley,Open Play,"[118.0, 45.0]",Vincent Kompany,0.383615,Belgium
Saved,Head,Normal,Open Play,"[110.0, 45.0]",Takashi Inui,0.039426,Japan
Blocked,Right Foot,Normal,Open Play,"[103.0, 33.0]",Eden Hazard,0.0874248,Belgium
Off T,Right Foot,Normal,Open Play,"[93.0, 49.0]",Axel Witsel,0.0238187,Belgium
Blocked,Right Foot,Normal,Open Play,"[109.0, 24.0]",Yuto Nagatomo,0.0201436,Japan
Goal,Right Foot,Normal,Open Play,"[109.0, 54.0]",Genki Haraguchi,0.147921,Japan
Post,Right Foot,Normal,Open Play,"[105.0, 47.0]",Eden Hazard,0.0964066,Belgium
Wayward,Right Foot,Normal,Open Play,"[110.0, 41.0]",Eden Hazard,0.198185,Belgium
Goal,Right Foot,Normal,Open Play,"[94.0, 33.0]",Takashi Inui,0.0314342,Japan
Off T,Right Foot,Normal,Open Play,"[102.0, 26.0]",Yannick Ferreira Carrasco,0.0294459,Belgium
Blocked,Head,Normal,Open Play,"[107.0, 49.0]",Gaku Shibasaki,0.0319031,Japan
Off T,Head,Normal,Open Play,"[115.0, 46.0]",Romelu Lukaku Menama,0.147752,Belgium
Off T,Right Foot,Normal,Open Play,"[110.0, 48.0]",Genki Haraguchi,0.106339,Japan
Off T,Right Foot,Normal,Open Play,"[100.0, 54.0]",Thomas Meunier,0.0330395,Belgium
Blocked,Right Foot,Normal,Open Play,"[112.0, 46.0]",Romelu Lukaku Menama,0.145046,Belgium
Goal,Head,Lob,Open Play,"[116.0, 23.0]",Jan Vertonghen,0.0261869,Belgium
Blocked,Right Foot,Normal,Open Play,"[102.0, 45.0]",Kevin De Bruyne,0.0819859,Belgium
Goal,Head,Normal,Open Play,"[114.0, 42.0]",Marouane Fellaini-Bakkioui,0.0880611,Belgium
Blocked,Right Foot,Normal,Open Play,"[109.0, 30.0]",Takashi Inui,0.145514,Japan
Wayward,Right Foot,Half Volley,Open Play,"[113.0, 23.0]",Yuto Nagatomo,0.0326749,Japan
Off T,Head,Normal,Open Play,"[114.0, 47.0]",Romelu Lukaku Menama,0.0620578,Belgium
Wayward,Head,Normal,Open Play,"[114.0, 57.0]",Vincent Kompany,0.0140173,Belgium
Blocked,Left Foot,Normal,Open Play,"[113.0, 30.0]",Keisuke Honda,0.17052,Japan
Saved,Head,Normal,Open Play,"[113.0, 35.0]",Nacer Chadli,0.0468907,Belgium
Saved,Head,Normal,Open Play,"[114.0, 44.0]",Romelu Lukaku Menama,0.0852101,Belgium
Off T,Right Foot,Volley,Open Play,"[80.0, 42.0]",Thomas Meunier,0.0146083,Belgium
Saved,Left Foot,Normal,Open Play,"[96.0, 24.0]",Jan Vertonghen,0.0169337,Belgium
Saved,Left Foot,Normal,Free Kick,"[79.0, 39.0]",Keisuke Honda,0.0148925,Japan
Goal,Left Foot,Normal,Open Play,"[111.0, 37.0]",Nacer Chadli,0.345757,Belgium
Saved,Right Foot,Normal,Free Kick,"[115.0, 18.0]",Ashley Young,0.0371885,England
Blocked,Right Foot,Normal,Open Play,"[112.0, 54.0]",Raheem Shaquille Sterling,0.0292226,England
Blocked,Right Foot,Normal,Open Play,"[98.0, 37.0]",Raheem Shaquille Sterling,0.0316037,England
Off T,Head,Normal,Open Play,"[119.0, 36.0]",Harry Kane,0.347719,England
Blocked,Right Foot,Normal,Open Play,"[97.0, 56.0]",Juan Guillermo Cuadrado Bello,0.0229796,Colombia
Off T,Left Foot,Normal,Open Play,"[90.0, 18.0]",Johan Andrés Mojica Palacio,0.0134852,Colombia
Blocked,Left Foot,Normal,Open Play,"[101.0, 46.0]",Raheem Shaquille Sterling,0.0359312,England
Off T,Left Foot,Normal,Open Play,"[92.0, 49.0]",Juan Fernando Quintero Paniagua,0.0170626,Colombia
Off T,Right Foot,Normal,Free Kick,"[99.0, 31.0]",Kieran Trippier,0.0676641,England
Off T,Right Foot,Normal,Open Play,"[94.0, 59.0]",Harry Kane,0.0198006,England
Saved,Left Foot,Normal,Open Play,"[97.0, 52.0]",Juan Fernando Quintero Paniagua,0.02252,Colombia
Off T,Right Foot,Volley,Open Play,"[108.0, 50.0]",Jesse Lingard,0.051733,England
Goal,Right Foot,Normal,Penalty,"[108.0, 40.0]",Harry Kane,0.76,England
Blocked,Left Foot,Normal,Open Play,"[78.0, 41.0]",Juan Fernando Quintero Paniagua,0.0171369,Colombia
Off T,Head,Normal,Open Play,"[117.0, 32.0]",Bamidele Alli,0.0985056,England
Off T,Head,Normal,Open Play,"[108.0, 45.0]",Harry Maguire,0.0189325,England
Off T,Right Foot,Normal,Open Play,"[108.0, 52.0]",Juan Guillermo Cuadrado Bello,0.0850804,Colombia
Off T,Head,Normal,Open Play,"[115.0, 31.0]",Harry Maguire,0.0551467,England
Wayward,Head,Normal,Open Play,"[110.0, 46.0]",Davinson Sánchez Mina,0.0591553,Colombia
Off T,Head,Normal,Open Play,"[114.0, 45.0]",Radamel Falcao García Zárate,0.0753464,Colombia
Saved,Right Foot,Normal,Open Play,"[94.0, 47.0]",Radamel Falcao García Zárate,0.0225887,Colombia
Saved,Right Foot,Normal,Open Play,"[82.0, 41.0]",Andrés Mateus Uribe Villa,0.00734039,Colombia
Goal,Head,Normal,Open Play,"[114.0, 41.0]",Yerry Fernando Mina González,0.098065,Colombia
Blocked,Head,Normal,Open Play,"[109.0, 42.0]",Carlos Arturo Bacca Ahumada,0.0393379,Colombia
Off T,Head,Normal,Open Play,"[109.0, 42.0]",Davinson Sánchez Mina,0.0305912,Colombia
Off T,Head,Normal,Open Play,"[108.0, 39.0]",Radamel Falcao García Zárate,0.0492007,Colombia
Blocked,Left Foot,Volley,Open Play,"[98.0, 45.0]",Jesse Lingard,0.0356576,England
Blocked,Right Foot,Normal,Open Play,"[112.0, 56.0]",Jamie Vardy,0.0323391,England
Off T,Left Foot,Normal,Open Play,"[113.0, 25.0]",Danny Rose,0.0357727,England
Off T,Head,Normal,Open Play,"[112.0, 44.0]",Eric Dier,0.0810903,England
Wayward,Head,Normal,Open Play,"[111.0, 45.0]",Harry Maguire,0.0373167,England
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Radamel Falcao García Zárate,0.76,Colombia
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Harry Kane,0.76,England
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Juan Guillermo Cuadrado Bello,0.76,Colombia
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Marcus Rashford,0.76,England
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Luis Fernando Muriel Fruto,0.76,Colombia
Saved,Right Foot,Normal,Penalty,"[109.0, 41.0]",Jordan Brian Henderson,0.76,England
Post,Right Foot,Normal,Penalty,"[109.0, 41.0]",Andrés Mateus Uribe Villa,0.76,Colombia
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Kieran Trippier,0.76,England
Saved,Right Foot,Normal,Penalty,"[109.0, 41.0]",Carlos Arturo Bacca Ahumada,0.76,Colombia
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Eric Dier,0.76,England
Off T,Left Foot,Normal,Open Play,"[89.0, 60.0]",Xherdan Shaqiri,0.0119371,Switzerland
Saved,Right Foot,Normal,Open Play,"[103.0, 22.0]",Steven Zuber,0.021325,Switzerland
Off T,Right Foot,Half Volley,Open Play,"[108.0, 56.0]",Marcus Berg,0.0464886,Sweden
Blocked,Right Foot,Normal,Open Play,"[104.0, 41.0]",Marcus Berg,0.161346,Sweden
Off T,Right Foot,Volley,Open Play,"[101.0, 41.0]",Albin Ekdal,0.0748326,Sweden
Wayward,Right Foot,Volley,Open Play,"[93.0, 50.0]",Mikael Lustig,0.0241785,Sweden
Off T,Head,Normal,Open Play,"[112.0, 51.0]",Steven Zuber,0.0409394,Switzerland
Saved,Left Foot,Half Volley,Open Play,"[108.0, 49.0]",Marcus Berg,0.0560885,Sweden
Off T,Left Foot,Normal,Open Play,"[81.0, 48.0]",Granit Xhaka,0.0124563,Switzerland
Blocked,Left Foot,Normal,Open Play,"[98.0, 60.0]",Xherdan Shaqiri,0.011336,Switzerland
Off T,Right Foot,Normal,Open Play,"[104.0, 31.0]",Blerim Džemaili,0.0431847,Switzerland
Blocked,Right Foot,Normal,Free Kick,"[90.0, 51.0]",Emil Forsberg,0.0373179,Sweden
Off T,Right Foot,Volley,Open Play,"[113.0, 33.0]",Albin Ekdal,0.159357,Sweden
Off T,Left Foot,Half Volley,Open Play,"[109.0, 47.0]",Ola Toivonen,0.108713,Sweden
Blocked,Right Foot,Normal,Open Play,"[93.0, 26.0]",Ricardo Iván Rodríguez Araya,0.0177438,Switzerland
Blocked,Right Foot,Normal,Free Kick,"[104.0, 16.0]",Emil Forsberg,0.038978,Sweden
Goal,Right Foot,Normal,Open Play,"[101.0, 42.0]",Emil Forsberg,0.130009,Sweden
Off T,Right Foot,Normal,Open Play,"[93.0, 49.0]",Albin Ekdal,0.0304215,Sweden
Saved,Right Foot,Normal,Open Play,"[93.0, 21.0]",Ricardo Iván Rodríguez Araya,0.0142801,Switzerland
Blocked,Left Foot,Normal,Open Play,"[104.0, 58.0]",Xherdan Shaqiri,0.0177006,Switzerland
Blocked,Left Foot,Normal,Open Play,"[88.0, 33.0]",Granit Xhaka,0.0151345,Switzerland
Blocked,Left Foot,Normal,Open Play,"[95.0, 52.0]",Xherdan Shaqiri,0.0204396,Switzerland
Blocked,Right Foot,Half Volley,Open Play,"[112.0, 53.0]",Michael Lang,0.0462306,Switzerland
Blocked,Head,Normal,Open Play,"[113.0, 36.0]",Breel-Donald Embolo,0.0840262,Switzerland
Blocked,Right Foot,Normal,Open Play,"[100.0, 31.0]",Ricardo Iván Rodríguez Araya,0.0221626,Switzerland
Blocked,Left Foot,Half Volley,Open Play,"[101.0, 38.0]",Josip Drmic,0.0537756,Switzerland
Saved,Head,Normal,Open Play,"[112.0, 30.0]",Haris Seferović,0.0533133,Switzerland
Saved,Right Foot,Normal,Free Kick,"[102.0, 38.0]",Ola Toivonen,0.102492,Sweden
Wayward,Right Foot,Normal,Open Play,"[112.0, 56.0]",Cristhian Ricardo Stuani Curbelo,0.0328518,Uruguay
Blocked,Left Foot,Normal,Open Play,"[91.0, 22.0]",Lucas Hernández Pi,0.0145758,France
Off T,Head,Normal,Open Play,"[112.0, 48.0]",Raphaël Varane,0.0360847,France
Blocked,Right Foot,Normal,Open Play,"[96.0, 45.0]","N""Golo Kanté",0.0229363,France
Saved,Head,Normal,Open Play,"[109.0, 32.0]",José María Giménez de Vargas,0.0151806,Uruguay
Off T,Head,Lob,Open Play,"[115.0, 48.0]",Kylian Mbappé Lottin,0.218047,France
Off T,Right Foot,Normal,Open Play,"[84.0, 45.0]",Paul Pogba,0.00906951,France
Saved,Right Foot,Half Volley,Open Play,"[108.0, 50.0]",Matías Vecino Falero,0.0602738,Uruguay
Goal,Head,Normal,Open Play,"[109.0, 44.0]",Raphaël Varane,0.0487473,France
Saved,Left Foot,Half Volley,Open Play,"[89.0, 30.0]",Nahitan Michel Nández Acosta,0.00984832,Uruguay
Saved,Head,Normal,Open Play,"[108.0, 38.0]",José Martín Cáceres Silva,0.0295574,Uruguay
Off T,Left Foot,Half Volley,Open Play,"[118.0, 34.0]",Diego Roberto Godín Leal,0.232897,Uruguay
Off T,Right Foot,Volley,Open Play,"[86.0, 51.0]",Benjamin Pavard,0.00909058,France
Off T,Left Foot,Normal,Open Play,"[101.0, 54.0]",Rodrigo Bentancur Colmán,0.0304942,Uruguay
Off T,Right Foot,Half Volley,Open Play,"[104.0, 62.0]",José Martín Cáceres Silva,0.0140691,Uruguay
Goal,Left Foot,Normal,Open Play,"[97.0, 21.0]",Antoine Griezmann,0.0211425,France
Blocked,Left Foot,Volley,Open Play,"[96.0, 34.0]",Cristian Gabriel Rodríguez Barrotti,0.0337146,Uruguay
Off T,Left Foot,Normal,Open Play,"[99.0, 35.0]",Cristian Gabriel Rodríguez Barrotti,0.0251919,Uruguay
Off T,Right Foot,Normal,Open Play,"[99.0, 32.0]",Corentin Tolisso,0.0716082,France
Off T,Left Foot,Half Volley,Open Play,"[102.0, 52.0]",Olivier Giroud,0.0405152,France
Off T,Left Foot,Normal,Free Kick,"[90.0, 44.0]",Antoine Griezmann,0.0369971,France
Off T,Right Foot,Normal,Open Play,"[91.0, 51.0]",Kevin De Bruyne,0.0225975,Belgium
Post,Right Foot,Normal,Open Play,"[115.0, 39.0]",Thiago Emiliano da Silva,0.252367,Brazil
Blocked,Right Foot,Normal,Open Play,"[106.0, 31.0]",Eden Hazard,0.0801802,Belgium
Off T,Right Foot,Normal,Open Play,"[92.0, 29.0]",Nacer Chadli,0.0179229,Belgium
Blocked,Right Foot,Normal,Open Play,"[109.0, 46.0]",José Paulo Bezzera Maciel Júnior,0.161787,Brazil
Wayward,Right Foot,Normal,Open Play,"[111.0, 37.0]",José Paulo Bezzera Maciel Júnior,0.152143,Brazil
Blocked,Right Foot,Normal,Open Play,"[98.0, 38.0]",Marouane Fellaini-Bakkioui,0.0576891,Belgium
Blocked,Left Foot,Normal,Open Play,"[115.0, 37.0]",Gabriel Fernando de Jesus,0.28025,Brazil
Saved,Right Foot,Normal,Open Play,"[96.0, 33.0]",Philippe Coutinho Correia,0.0495183,Brazil
Saved,Left Foot,Normal,Open Play,"[99.0, 18.0]",Marcelo Vieira da Silva Júnior,0.0228159,Brazil
Blocked,Right Foot,Normal,Open Play,"[103.0, 42.0]",Fernando Luiz Rosa,0.0307785,Brazil
Blocked,Right Foot,Normal,Open Play,"[96.0, 20.0]",Neymar da Silva Santos Junior,0.0138764,Brazil
Goal,Right Foot,Normal,Open Play,"[102.0, 54.0]",Kevin De Bruyne,0.0479327,Belgium
Off T,Head,Normal,Open Play,"[110.0, 45.0]",Gabriel Fernando de Jesus,0.0933712,Brazil
Saved,Right Foot,Normal,Open Play,"[98.0, 21.0]",Philippe Coutinho Correia,0.0232305,Brazil
Saved,Right Foot,Normal,Free Kick,"[99.0, 20.0]",Kevin De Bruyne,0.0290129,Belgium
Saved,Right Foot,Backheel,Open Play,"[115.0, 32.0]",Vincent Kompany,0.0280066,Belgium
Blocked,Right Foot,Normal,Open Play,"[97.0, 27.0]",Philippe Coutinho Correia,0.0248117,Brazil
Saved,Right Foot,Normal,Open Play,"[117.0, 51.0]",José Paulo Bezzera Maciel Júnior,0.163001,Brazil
Off T,Left Foot,Normal,Open Play,"[108.0, 27.0]",Eden Hazard,0.133019,Belgium
Saved,Right Foot,Normal,Open Play,"[112.0, 58.0]",Douglas Costa de Souza,0.0312988,Brazil
Blocked,Right Foot,Normal,Open Play,"[98.0, 36.0]",Philippe Coutinho Correia,0.0561702,Brazil
Blocked,Left Foot,Normal,Open Play,"[91.0, 58.0]",Douglas Costa de Souza,0.0158611,Brazil
Saved,Left Foot,Normal,Open Play,"[96.0, 56.0]",Douglas Costa de Souza,0.0261109,Brazil
Saved,Right Foot,Normal,Open Play,"[110.0, 58.0]",Douglas Costa de Souza,0.0433829,Brazil
Blocked,Right Foot,Normal,Open Play,"[109.0, 45.0]",Neymar da Silva Santos Junior,0.269893,Brazil
Goal,Head,Normal,Open Play,"[111.0, 42.0]",Renato Soares de Oliveira Augusto,0.256461,Brazil
Off T,Left Foot,Normal,Open Play,"[111.0, 30.0]",Roberto Firmino Barbosa de Oliveira,0.0496795,Brazil
Off T,Right Foot,Normal,Open Play,"[102.0, 42.0]",Renato Soares de Oliveira Augusto,0.0979306,Brazil
Off T,Right Foot,Normal,Open Play,"[107.0, 33.0]",Philippe Coutinho Correia,0.113349,Brazil
Blocked,Right Foot,Normal,Open Play,"[96.0, 37.0]",Philippe Coutinho Correia,0.0444041,Brazil
Saved,Right Foot,Normal,Open Play,"[98.0, 39.0]",Neymar da Silva Santos Junior,0.0505861,Brazil
Off T,Head,Normal,Open Play,"[115.0, 42.0]",Roberto Firmino Barbosa de Oliveira,0.149459,Brazil
Off T,Right Foot,Normal,Open Play,"[86.0, 43.0]",Viktor Claesson,0.0120669,Sweden
Off T,Right Foot,Normal,Open Play,"[97.0, 46.0]",Harry Kane,0.0323304,England
Goal,Head,Normal,Open Play,"[110.0, 44.0]",Harry Maguire,0.0500247,England
Off T,Right Foot,Half Volley,Open Play,"[94.0, 58.0]",Jordan Brian Henderson,0.0148937,England
Blocked,Right Foot,Normal,Open Play,"[111.0, 51.0]",Raheem Shaquille Sterling,0.160406,England
Saved,Head,Normal,Open Play,"[113.0, 48.0]",Marcus Berg,0.0342119,Sweden
Off T,Right Foot,Normal,Open Play,"[97.0, 13.0]",Emil Forsberg,0.0221598,Sweden
Blocked,Right Foot,Overhead Kick,Open Play,"[115.0, 32.0]",Raheem Shaquille Sterling,0.0820307,England
Blocked,Right Foot,Normal,Open Play,"[95.0, 23.0]",Jesse Lingard,0.0162827,England
Blocked,Right Foot,Normal,Open Play,"[98.0, 48.0]",Jesse Lingard,0.0452437,England
Goal,Head,Normal,Open Play,"[116.0, 32.0]",Bamidele Alli,0.115719,England
Saved,Right Foot,Normal,Open Play,"[106.0, 43.0]",Viktor Claesson,0.169191,Sweden
Blocked,Left Foot,Normal,Open Play,"[113.0, 36.0]",Viktor Claesson,0.245587,Sweden
Off T,Head,Normal,Open Play,"[105.0, 47.0]",Ola Toivonen,0.0144071,Sweden
Off T,Left Foot,Half Volley,Open Play,"[111.0, 30.0]",Harry Maguire,0.100244,England
Blocked,Left Foot,Half Volley,Open Play,"[102.0, 29.0]",Bamidele Alli,0.0450055,England
Blocked,Right Foot,Normal,Open Play,"[107.0, 20.0]",Bamidele Alli,0.028422,England
Saved,Left Foot,Normal,Open Play,"[110.0, 42.0]",Marcus Berg,0.168325,Sweden
